"x","y","z"
0.61338402563706,0.374250310938805,1
1.06330768018961,1.14428593963385,1
0.316986086312681,0.912697633262724,1
0.645783873274922,0.658808788284659,1
1.75306727876887,0.634299730882049,-1
1.88147751241922,1.56273433379829,1
1.91039308160543,0.998618096113205,-1
1.00212769862264,1.58755296654999,1
1.22778459405527,1.21650045923889,1
1.05139575013891,0.361539502628148,-1
0.63462096825242,0.266007816419005,1
0.0984246144071221,0.718147167935967,1
1.43640941334888,0.285161787644029,-1
1.63170338189229,1.29742591269314,1
0.732541410252452,0.667004559654742,1
0.806773032527417,1.9113965863362,-1
1.98245464358479,1.84615116147324,1
0.458683519624174,1.88706608908251,-1
0.714304749853909,1.93234828487039,-1
1.76781596196815,1.9051199820824,1
0.815536113921553,1.19884654181078,-1
1.06219473620877,0.777292281854898,-1
0.514544812962413,1.14257354941219,-1
1.26036651944742,1.87123298831284,1
0.117543755564839,0.168166188523173,1
1.63925048476085,1.46463482966647,1
1.73264525458217,0.574324025306851,-1
0.33994732843712,1.58558984939009,-1
1.09718919266015,0.515396893024445,-1
1.94304591836408,0.577386627905071,-1
1.45046346727759,1.6955313263461,1
1.17346645984799,1.16932334098965,1
1.84876581979915,1.4099293150939,1
1.73262052983046,1.58808884164318,1
0.26567211933434,0.839590399060398,1
1.986709470395,0.22143905935809,-1
1.22013245336711,0.112952635623515,-1
0.850055597256869,0.558281789533794,1
1.12202241411433,0.652636060956866,-1
0.377579835243523,1.07888828357682,-1
0.572833177633584,1.03441583225504,-1
1.63033568253741,1.67108536697924,1
1.53783025452867,0.547418998554349,-1
1.64394838502631,0.4803492189385,-1
0.996388361323625,0.45015454897657,1
0.931039604358375,1.06533918343484,-1
0.904566957615316,1.85512610711157,-1
0.51347486441955,1.82893088506535,-1
1.23537846375257,0.745345314498991,-1
1.12754693813622,1.67236196715385,1
0.3842728943564,1.60884995758533,-1
0.228308450430632,1.65231625456363,-1
1.44417082797736,0.153392224572599,-1
0.335988603066653,1.79314077505842,-1
1.50177873903885,1.4719190611504,1
1.19622570136562,1.21251364378259,1
0.152692520525306,0.193049996159971,1
0.0670309383422136,1.23642081348225,-1
1.93946094019338,0.112193930428475,-1
1.71511372877285,0.0697830077260733,-1
0.301637371070683,0.974315997213125,1
1.8989478466101,0.940005711279809,-1
1.07221110258251,1.02358644129708,1
1.84909896505997,0.443020862527192,-1
1.52308958023787,1.41810092702508,1
0.106938305310905,1.94936385471374,-1
0.428833213169128,0.974315632600337,1
1.56790562998503,1.39116771379486,1
1.47415137896314,1.33389631379396,1
0.682826015166938,0.60884627327323,1
1.26739994576201,0.0758985243737698,-1
0.669813692104071,1.94980573700741,-1
0.671747184358537,1.00487243011594,-1
0.184793691150844,0.134914939757437,1
0.444238448981196,1.01915624365211,-1
1.44018066860735,1.17819774197415,1
0.481814684346318,1.23191684950143,-1
0.642950095236301,1.53912060614675,-1
1.80085056228563,1.9030469856225,1
1.86042341962457,1.29398667486385,1
1.21575302025303,1.02221522154287,1
1.9086373206228,0.0967329922132194,-1
0.68357844883576,0.939701070543379,1
0.480398405343294,1.49056310299784,-1
1.91407221322879,0.353321561589837,-1
1.01475698407739,1.1632743338123,1
0.748786580283195,0.297900845762342,1
0.557637714315206,1.61382571188733,-1
1.45685524633154,0.8076077462174,-1
0.0205115638673306,0.0586543921381235,1
0.785350476857275,0.692750698886812,1
0.92208929406479,1.71527699194849,-1
0.228123156353831,1.54644346563146,-1
1.55900496337563,1.05485191289335,1
0.445194687694311,0.326861215755343,1
1.19422862725332,0.0802702852524817,-1
1.6298683732748,1.01784655218944,1
0.938708065077662,0.530176509171724,1
1.13986741751432,1.35735312011093,1
1.1713664829731,1.74033411266282,1
0.117034187540412,0.963521079625934,1
0.957425555679947,1.80250022886321,-1
1.85076203802601,0.84861358627677,-1
1.25128280185163,0.106737217865884,-1
1.48162568733096,1.22297131549567,1
1.45782221807167,1.45210810611024,1
0.0963729619979858,1.59052816219628,-1
0.161694671027362,0.85078236181289,1
1.42027675919235,1.69910782435909,1
0.0200140899978578,1.26467465236783,-1
0.526529599446803,1.22756107570603,-1
1.88184179505333,1.90849816147238,1
0.693419816438109,1.2247244217433,-1
0.0613993857987225,1.54829208832234,-1
1.34554192330688,1.10970408516005,1
0.827807795256376,1.70050923107192,-1
0.672634436283261,0.873907701577991,1
1.47536642011255,0.817243749741465,-1
1.2633157838136,1.34207454556599,1
1.26779479673132,0.44605593662709,-1
1.90944820316508,0.424280448816717,-1
1.11362258298323,0.715545924846083,-1
0.841355798766017,0.149290217086673,1
0.748825133778155,1.42515265895054,-1
1.28674896154553,0.356187850702554,-1
1.03013683017343,1.35251530818641,1
0.198651348240674,1.41633199620992,-1
1.78787545347586,0.448512816801667,-1
1.3416820410639,0.900490273255855,-1
0.035913169849664,1.7169705950655,-1
1.41808440349996,1.25138265173882,1
1.77514923550189,0.376387072727084,-1
0.1240243925713,0.0134503170847893,1
1.404355911538,0.644789524842054,-1
1.20498626306653,0.0554033727385104,-1
1.78442964842543,1.99443660536781,1
0.893747821915895,1.69207370327786,-1
1.87264607893303,0.788981785997748,-1
0.696347791235894,1.07363646198064,-1
0.788268417585641,0.507167116738856,1
0.386486143339425,0.120227231644094,1
0.570227367803454,0.196147682610899,1
0.817652916535735,0.612873135134578,1
1.99534777831286,1.63473733514547,1
0.414956229738891,0.783260186668485,1
1.15225855913013,1.95147851388901,1
1.81311402050778,1.98566532926634,1
1.65267081046477,1.83271309081465,1
1.0675682737492,1.79401187319309,1
0.967580021824688,1.17789911897853,-1
1.34912439668551,0.999528716783971,-1
1.23049643356353,1.30656641814858,1
1.87328267656267,0.155589368660003,-1
0.0446914760395885,0.822926774155349,1
1.821094378829,0.850742744747549,-1
0.323587495367974,1.95578765962273,-1
0.426337542012334,1.50302754249424,-1
0.0166075741872191,1.52651768364012,-1
0.0716932523064315,1.10688864532858,-1
1.73319638427347,0.888296477030963,-1
1.47987486189231,1.77151722181588,1
1.81635239627212,1.0317850750871,1
0.102681691758335,0.225602661725134,1
1.96282206615433,0.435908309184015,-1
1.59554440667853,1.88328993646428,1
1.88054909231141,0.815559600479901,-1
0.733623908367008,0.0902289426885545,1
1.37305513257161,1.4468445694074,1
1.30367974657565,0.602479270659387,-1
0.335295173805207,1.63303182274103,-1
1.13869461324066,0.575290109496564,-1
1.06549178855494,0.921467739157379,-1
1.30262950900942,1.12584126181901,1
1.99399462202564,0.593217588495463,-1
1.81334516266361,1.89848820352927,1
0.964394935872406,0.443895150441676,1
0.798430782277137,1.27232036087662,-1
1.77796588046476,1.67189614707604,1
1.93578578718007,0.829971316736192,-1
1.95764401415363,0.00664281705394387,-1
1.69786417670548,1.53264535777271,1
1.91688821604475,1.90772764850408,1
1.64848681632429,0.378759495448321,-1
1.09218836762011,0.621068615000695,-1
0.694878421258181,1.52229019161314,-1
1.69199121184647,1.85498491674662,1
1.05393341509625,1.15097120404243,1
0.916112672071904,1.15587347885594,-1
0.692457306198776,0.616328306496143,1
1.01936765667051,1.49506568722427,1
0.110226303339005,1.63201152766123,-1
0.0617868131957948,1.63605500943959,-1
1.96424596244469,1.92652680492029,1
1.8883614949882,1.52446217322722,1
0.493194886948913,0.111220983788371,1
1.85999504104257,1.74110838305205,1
1.02207269473001,0.774946685880423,-1
0.974447378888726,1.6054162713699,-1
1.22060435032472,1.08588563883677,1
0.63790256716311,1.72618550620973,-1
0.333689881488681,0.699593305587769,1
0.923088445328176,1.06363745452836,-1
0.420701793860644,1.04696403956041,-1
0.342591166030616,0.211582593154162,1
0.602584859356284,0.23975049611181,1
1.67054926790297,0.971122049260885,-1
1.2001053406857,1.53624309180304,1
1.55318614095449,0.0226076859980822,-1
0.494695100933313,1.21086580259725,-1
0.277259775903076,1.09721393231302,-1
0.542731829918921,0.532063108868897,1
1.83777696918696,0.0212305025197566,-1
0.527985843364149,1.15162403415889,-1
1.85603021085262,0.354119468014687,-1
1.61867220606655,0.753427350427955,-1
1.97724489914253,0.677630681544542,-1
1.35064281430095,0.891773646697402,-1
0.0892636766657233,1.22783072059974,-1
0.76442360971123,1.20455776434392,-1
0.596298092976213,0.106913972180337,1
0.594374597538263,0.16351004363969,1
1.16672257799655,1.50677896710113,1
0.215529249981046,1.68248504726216,-1
0.842790785245597,0.476488918997347,1
1.6491977525875,1.70195692917332,1
1.62728836853057,1.52504856977612,1
1.45101282466203,0.22663733875379,-1
0.53281518118456,0.357385881245136,1
1.63115289248526,1.7326199435629,1
1.28654062375426,1.61228901846334,1
0.862475360743701,1.29493999248371,-1
0.687452433630824,1.4059567921795,-1
1.57953539676964,0.891918946988881,-1
1.41082267602906,1.90348330279812,1
1.55634991265833,0.348712417297065,-1
1.0243218773976,0.857411216478795,-1
1.92261692741886,0.601319267880172,-1
1.02848929958418,0.431135928723961,-1
0.395705654285848,1.05284871859476,-1
1.50305966986343,1.57001992687583,1
1.29644294129685,0.565312426071614,-1
0.197573971003294,0.913871318567544,1
0.0411060145124793,1.51578922150657,-1
1.65731798112392,1.5714345742017,1
0.420197637751698,0.577534223906696,1
1.76175532955676,1.84450264042243,1
0.874522055964917,1.1602496043779,-1
1.22739101620391,0.70940994983539,-1
0.282552847173065,0.770027589052916,1
1.06435145484284,1.37178461905569,1
0.830839882604778,0.120420642197132,1
1.17870363267139,1.26024627452716,1
1.33949903119355,0.0163064477965236,-1
1.63884215662256,1.92182328319177,1
1.02810997748747,1.67431747866794,1
1.23927398910746,0.0978946466930211,-1
0.241840805858374,0.7440449828282,1
1.24026227928698,0.889925768133253,-1
1.54134610388428,1.33252953877673,1
1.46979341981933,0.00666915345937014,-1
0.511926874518394,0.2388697238639,1
1.99136908818036,0.305149155203253,-1
1.4712634771131,0.279482997022569,-1
0.573980181477964,1.10170004190877,-1
1.14277125103399,0.360201403964311,-1
1.63973711570725,0.190510445274413,-1
0.665431610308588,1.0052633928135,-1
0.0383077538572252,0.870856789406389,1
1.72337858472019,1.92866860190406,1
0.260185687337071,0.92888854118064,1
1.52235129149631,0.950312789529562,-1
0.436626601498574,0.0249704872258008,1
1.68525196611881,0.609479799866676,-1
1.36201050365344,1.22499317117035,1
0.198467530310154,1.25356185948476,-1
0.499135841615498,1.59165593283251,-1
0.635161728132516,0.578194706235081,1
0.458270601462573,0.850432069040835,1
0.567670367192477,1.62700229277834,-1
1.5476367790252,0.418480089399964,-1
1.84016916481778,0.646441059652716,-1
1.53947613947093,1.20844894321635,1
0.367813429329544,0.471827878151089,1
1.76081883395091,1.8413655012846,1
0.399529838934541,0.492633461020887,1
0.614253852050751,1.46524302614853,-1
1.33203597925603,0.298021712806076,-1
1.44241818645969,1.81926766270772,1
0.108294188044965,1.95298762992024,-1
0.0767162861302495,1.66436133813113,-1
0.145054722204804,1.64113593567163,-1
0.92360061686486,1.41085349023342,-1
1.86945529421791,0.796957479324192,-1
0.823129355441779,0.629882015287876,1
1.21592605533078,1.16306800441816,1
1.80628482531756,0.960803745314479,-1
1.26236842432991,0.977190771140158,-1
0.544161052908748,0.728061970323324,1
0.496170344296843,0.395298051647842,1
1.26288982108235,0.391170359682292,-1
0.723409505095333,0.0643499223515391,1
0.907084603328258,1.00619142176583,-1
0.590684633236378,0.464129040483385,1
0.735963264014572,0.106551350560039,1
0.314646926708519,1.37038754858077,-1
1.40481026377529,1.16627936298028,1
1.96758138900623,1.16804407211021,1
1.94874134333804,1.68964506871998,1
0.618542796000838,0.633147457614541,1
1.4979202193208,1.91264635697007,1
1.0471135918051,0.44226259784773,-1
0.0219340682961047,1.32408559555188,-1
0.440015657339245,1.90016378741711,-1
0.792894139420241,1.92472562473267,-1
0.726593344006687,1.79102359246463,-1
0.909721799660474,1.26814460987225,-1
1.70222171302885,1.49924512347206,1
1.5180195486173,1.52331112744287,1
1.39000325044617,1.80588729958981,1
1.68474074732512,0.0623107682913542,-1
1.95485156588256,0.515220594126731,-1
0.220065354835242,1.15510309673846,-1
1.66550087649375,1.10831480566412,1
0.88924756878987,1.31726167630404,-1
0.354714900720865,0.24453187501058,1
1.51225079409778,0.0230926685035229,-1
0.53560036001727,1.43317409604788,-1
1.97144759632647,1.46344968304038,1
1.50900094769895,0.896952915471047,-1
0.26403807522729,1.88677830994129,-1
0.199373031035066,1.85428140778095,-1
1.15290127974004,1.61430509667844,1
1.23377264291048,0.387767083011568,-1
0.282949751708657,1.86512376600876,-1
1.5134538798593,1.16878665518016,1
0.658506541047245,0.95490779587999,1
0.210706781595945,1.76966771949083,-1
1.70409300317988,0.412955730222166,-1
0.626393248792738,1.63726421818137,-1
0.0103075839579105,1.38937986129895,-1
0.577119097113609,1.73195260902867,-1
1.42575574945658,1.77682234579697,1
1.87950148945674,1.64960552100092,1
1.18957226211205,0.953237488865852,-1
0.0375410281121731,1.73180284816772,-1
0.881863918621093,1.64656588155776,-1
0.780501002445817,0.57032245118171,1
0.439752221107483,1.44821714656428,-1
1.31314351083711,0.508411367889494,-1
1.27795501006767,1.38160238368437,1
1.04173318762332,0.46941580157727,-1
0.988768128212541,0.670079621952027,1
1.97931117331609,1.16502065397799,1
1.48780955513939,0.939007637556642,-1
0.734753435477614,1.05063235806301,-1
1.83057584334165,0.0368513935245574,-1
1.68215641053393,1.06952621601522,1
0.366715751122683,1.31733515392989,-1
1.87842508871108,0.314260358456522,-1
0.364580501336604,0.231598017737269,1
1.25854587834328,1.56457433244213,1
0.770226168446243,1.97684762673452,-1
1.00380285922438,1.86929227877408,1
0.617329140659422,0.134157092310488,1
0.547604905907065,0.285299876704812,1
0.0952538219280541,1.49406519345939,-1
0.852332029491663,1.02728923410177,-1
0.865554920397699,0.481919380370528,1
1.91285419557244,0.506612428929657,-1
0.799008384812623,0.751772891264409,1
0.194853959605098,0.631143677048385,1
0.551433417480439,1.35467954026535,-1
1.92239798652008,1.67444927338511,1
0.746253905817866,1.29096646886319,-1
0.139692774042487,1.72942704986781,-1
1.81668659253046,0.470391924958676,-1
0.325850667431951,0.407086241059005,1
1.24577539600432,1.08590705087408,1
0.599099893122911,1.99056725157425,-1
0.498038523830473,0.63676212541759,1
0.41927124094218,1.00968403695151,-1
0.267060133162886,0.454570106696337,1
0.534253024961799,0.309144208207726,1
1.10294834710658,1.98862273292616,1
1.86900617042556,1.37168372469023,1
1.28540639579296,0.0316961305215955,-1
1.17472517024726,1.56013056775555,1
0.526105269324034,0.240815202705562,1
0.938576473388821,0.428419384174049,1
0.729775195475668,0.00834443094208837,1
1.5918946582824,1.19649321073666,1
1.7734636310488,1.66889314446598,1
1.78670122567564,1.8978895614855,1
0.733076839707792,0.960886302869767,1
0.378364594653249,1.99762475211173,-1
0.779138539452106,0.057689958717674,1
0.189696452114731,0.734799486584961,1
0.633798975963145,0.702849997673184,1
0.608958301600069,1.84662732854486,-1
1.64624862605706,1.39414127031341,1
0.380482012871653,1.40345339942724,-1
1.34781240718439,0.229394550435245,-1
1.7830128967762,0.552178860642016,-1
0.0789729282259941,1.10119193419814,-1
0.0360090155154467,0.449314740020782,1
0.289476093370467,0.78752053854987,1
0.310183994937688,1.91934502357617,-1
0.436933370307088,1.35187328513712,-1
1.63986037392169,0.579203151166439,-1
0.406742117367685,1.81719139358029,-1
1.6014639264904,0.82520216749981,-1
0.320223757065833,0.245249140542001,1
1.66540145408362,1.96137786237523,1
1.56189939659089,0.238456788472831,-1
0.908868874888867,1.50655577005818,-1
0.650381282437593,1.32748737325892,-1
1.46317824535072,0.737511314917356,-1
1.25813977606595,1.17640851903707,1
1.64415105711669,0.894454353488982,-1
0.884680197574198,0.942136010155082,1
1.90737275546417,1.91420244192705,1
1.10475095873699,1.57448267191648,1
1.89860230358317,0.217672996688634,-1
1.55352924391627,1.16836903803051,1
1.97181110596284,0.189007567707449,-1
0.772123987320811,1.02617784077302,-1
1.80235202983022,0.423409302253276,-1
1.0061472626403,0.0991949471645057,-1
0.86121574928984,1.27139717945829,-1
1.54928839113563,0.452385063283145,-1
0.295966460369527,1.16318642022088,-1
1.05238125706092,0.808241635560989,-1
0.269850744865835,1.15767988236621,-1
1.86963406158611,0.197003968991339,-1
1.74604313913733,1.4820175729692,1
0.0639133262448013,1.47052922239527,-1
1.94372033607215,0.17287134937942,-1
1.64128290768713,1.80137685546651,1
0.670651391148567,0.965987061616033,1
